_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1256489,4156101,2019.0,2021.0,1930.0,PRIVATE,12,Toronto-St. Paul's,143 ARLINGTON AVE,4,28,2021-10-18,74,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,4.0,4.0,3.0,,5.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,,,S1223,43.681869047,-79.4287988671,310515.543,4837773.8319999995
1256490,4156623,2019.0,2021.0,1930.0,PRIVATE,12,Toronto-St. Paul's,145 ARLINGTON AVE,4,32,2021-10-18,71,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,3.0,4.0,3.0,,5.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,,,S1223,43.6820017447,-79.4288451992,,
1256491,4154016,2017.0,2021.0,1955.0,PRIVATE,8,Eglinton-Lawrence,132 CASTLEFIELD AVE,4,26,2021-10-18,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,N0833,43.7107762101,-79.4059080075,312367.109,4840984.1110000005
1256492,4255628,2017.0,2021.0,2007.0,PRIVATE,11,University-Rosedale,50 SPADINA RD,8,55,2021-10-18,94,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,S1126,43.669438916000004,-79.405207226,312424.26300000004,4836380.481000001
1256493,4155901,2017.0,2021.0,2009.0,PRIVATE,11,University-Rosedale,88 SPADINA RD,5,91,2021-10-18,93,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,S1126,43.6713286257,-79.4059886659,312365.468,4836601.532
1256494,4167462,2017.0,2021.0,1969.0,PRIVATE,11,University-Rosedale,100 SPADINA RD,23,216,2021-10-18,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,S1126,43.671869216000005,-79.406368935,312344.86,4836670.072
1256495,4233328,2017.0,2021.0,1926.0,PRIVATE,11,University-Rosedale,8 ST THOMAS ST,4,16,2021-10-18,85,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,,,S1136,43.6684272158,-79.3909472151,313578.849,4836280.711
1256496,4153714,2017.0,2021.0,1992.0,TCHC,19,Beaches-East York,520 KINGSTON RD,5,108,2021-10-18,94,Evaluation needs to be conducted in 3 years,19,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,S1935,43.6782558615,-79.3024493725,320713.024,4837385.748
1256497,4153713,2017.0,2021.0,1954.0,TCHC,19,Beaches-East York,530 KINGSTON RD,3,90,2021-10-18,81,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,,3.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,,S1935,43.6782739721,-79.3019027007,320757.097,4837387.866
1256498,4156449,2017.0,2021.0,1920.0,PRIVATE,11,University-Rosedale,245 C HOWLAND AVE,3,25,2021-10-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,5.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,4.0,,3.0,4.0,,S1126,43.672928934,-79.411230102,311942.359,4836779.813999999
1256499,4153986,2017.0,2021.0,1958.0,PRIVATE,8,Eglinton-Lawrence,640 ROSELAWN AVE,8,138,2021-10-17,79,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,,N0833,43.706149857,-79.423624259,310939.623,4840469.61
1256500,4153985,2017.0,2021.0,1965.0,PRIVATE,8,Eglinton-Lawrence,630 ROSELAWN AVE,9,104,2021-10-17,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0833,43.706292347,-79.422652894,311017.893,4840485.517
1256501,4152694,2017.0,2021.0,1960.0,PRIVATE,21,Scarborough Centre,19 ROSEMOUNT DR,7,71,2021-10-16,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2133,43.73259049479999,-79.2744267602,322956.092,4843427.802
1256502,4155569,2017.0,2021.0,1971.0,TCHC,21,Scarborough Centre,6 GLAMORGAN AVE,12,184,2021-10-16,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2123,43.7693818631,-79.284775411,322111.87899999996,4847512.968
1256503,4152718,2017.0,2021.0,1967.0,PRIVATE,21,Scarborough Centre,1475 BIRCHMOUNT RD,5,28,2021-10-16,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,E2128,43.756711080100004,-79.2880430634,321852.38800000004,4846104.6110000005
1256504,4152758,2017.0,2021.0,1965.0,PRIVATE,21,Scarborough Centre,1155 MIDLAND AVE,5,115,2021-10-16,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2134,43.7457790355,-79.2618378505,323966.01300000004,4844895.79
1256505,4152723,2017.0,2021.0,1984.0,PRIVATE,21,Scarborough Centre,3 GLAMORGAN AVE,10,139,2021-10-16,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,E2123,43.768435059,-79.28262322399999,322289.892,4847418.925
1256506,4155568,2017.0,2021.0,1971.0,TCHC,21,Scarborough Centre,7 GLAMORGAN AVE,12,196,2021-10-16,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2123,43.7677640295,-79.2844534267,322138.266,4847333.299
1256507,4154298,,2021.0,1962.0,PRIVATE,5,York South-Weston,1619 LAWRENCE AVE W,4,24,2021-10-16,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,4.0,4.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,W0529,43.705269832,-79.4911827537,305495.106,4840368.12
1256508,4154872,2018.0,2021.0,1960.0,PRIVATE,16,Don Valley East,17 ECCLESTON DR,4,60,2021-10-15,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,,N1628,43.7269029771,-79.31605608539999,319603.978,4842787.76
1256509,4154870,2019.0,2021.0,1958.0,PRIVATE,16,Don Valley East,25 ECCLESTON DR,4,61,2021-10-15,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,N1628,43.7272222643,-79.3179806814,319448.845,4842822.893999999
1256510,4327919,2018.0,2021.0,1960.0,PRIVATE,9,Davenport,382 DOVERCOURT RD,3,18,2021-10-15,66,Evaluation needs to be conducted in 2 years,14,3.0,3.0,3.0,3.0,,3.0,,4.0,,,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,,S0934,43.652044902,-79.4261489832,310741.707,4834457.583000001
1256511,4154890,2017.0,2021.0,1960.0,PRIVATE,16,Don Valley East,55 ECCLESTON DR,4,60,2021-10-15,73,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,,N1628,43.726552797,-79.31980992,319295.23,4842735.2469999995
1256512,4155360,2017.0,2021.0,1964.0,PRIVATE,2,Etobicoke Centre,40 DIXINGTON CRES,6,55,2021-10-15,59,Evaluation needs to be conducted in 1 year,19,4.0,4.0,2.0,2.0,3.0,4.0,,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,W0223,43.697164457,-79.540156283,301547.37,4839469.485
1256513,4152697,2017.0,2021.0,1960.0,PRIVATE,21,Scarborough Centre,2354 EGLINTON AVE E,5,72,2021-10-15,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2133,43.7316750326,-79.2734533673,323034.787,4843326.312
1256514,4154873,2017.0,2021.0,1962.0,PRIVATE,16,Don Valley East,11 ECCLESTON DR,4,78,2021-10-15,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,N1628,43.727024237200006,-79.315596986,319640.935,4842801.313
1256515,4154297,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,70 GULLIVER RD,3,19,2021-10-15,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,W0529,43.699041127,-79.480211325,306379.23,4839677.21
1256516,4154294,2017.0,2021.0,1963.0,PRIVATE,5,York South-Weston,26 GULLIVER RD,6,53,2021-10-15,72,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,,W0529,43.6993035632,-79.4776846609,306583.149,4839705.452
1256517,4152706,2017.0,2021.0,1961.0,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,2021-10-15,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,5.0,4.0,2.0,,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2133,43.7346483486,-79.268437993,323437.893,4843657.7530000005
1256518,4152714,2017.0,2021.0,1961.0,PRIVATE,21,Scarborough Centre,893 KENNEDY RD,7,77,2021-10-15,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,2.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,,E2133,43.74039535399999,-79.27079334300001,323246.13800000004,4844296.652
1256519,4152712,2017.0,2021.0,1965.0,PRIVATE,21,Scarborough Centre,877 KENNEDY RD,4,32,2021-10-15,83,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,E2133,43.739624156000005,-79.270445694,323274.376,4844211.053
1256520,4154220,2017.0,2021.0,1974.0,PRIVATE,7,Humber River-Black Creek,200 CHALKFARM DR,28,223,2021-10-15,69,Evaluation needs to be conducted in 2 years,20,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,W0734,43.724217100000004,-79.510651122,303926.11,4842474.01
1256521,4152711,2017.0,2021.0,1961.0,PRIVATE,21,Scarborough Centre,875 KENNEDY RD,6,82,2021-10-15,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2133,43.739089426999996,-79.270177266,323296.161,4844151.7069999995
1256522,4152696,2017.0,2021.0,1965.0,PRIVATE,21,Scarborough Centre,2360 EGLINTON AVE E,7,130,2021-10-15,80,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,4.0,4.0,2.0,,5.0,4.0,,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,E2133,43.731893112,-79.272217382,323118.226,4843364.663
1256523,4155282,,2021.0,1954.0,PRIVATE,3,Etobicoke-Lakeshore,172 BERRY RD,4,32,2021-10-15,84,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,,,W0327,43.636679641,-79.49240542300001,305388.38800000004,4832756.94
1256524,4155522,2017.0,2021.0,1959.0,PRIVATE,3,Etobicoke-Lakeshore,155 LAKE SHORE DR,5,35,2021-10-14,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,2.0,,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,W0335,43.594648158000005,-79.505643653,304328.42600000004,4828079.602
1256525,4152758,2017.0,2021.0,1965.0,PRIVATE,21,Scarborough Centre,1155 MIDLAND AVE,5,115,2021-10-14,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,E2134,43.7457790355,-79.2618378505,323966.01300000004,4844895.79
1256526,4153829,2017.0,2021.0,1964.0,PRIVATE,15,Don Valley West,33 ERSKINE AVE,10,109,2021-10-14,79,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,3.0,4.0,4.0,,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1526,43.711076733999995,-79.397812745,313019.16,4841019.2360000005
1256527,4153830,2017.0,2021.0,1964.0,PRIVATE,15,Don Valley West,55 ERSKINE AVE,16,188,2021-10-14,85,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,,N1526,43.711401488999996,-79.396765679,313103.495,4841055.4180000005
1256528,4154532,,2021.0,1956.0,PRIVATE,8,Eglinton-Lawrence,86 NEPTUNE DR,3,12,2021-10-14,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,,N0823,43.7325638685,-79.4373956547,309827.80100000004,4843402.16
1256529,4154397,2017.0,2021.0,1960.0,PRIVATE,6,York Centre,1307 WILSON AVE,8,81,2021-10-14,65,Evaluation needs to be conducted in 1 year,19,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0631,43.7228254392,-79.4948470378,305149.24,4842386.885
1256530,4154881,2017.0,2021.0,1968.0,PRIVATE,16,Don Valley East,1710 VICTORIA PARK AVE,4,59,2021-10-14,68,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1628,43.735657495,-79.3078726793,320261.032,4843761.808999999
1256531,4153901,2017.0,2021.0,1927.0,PRIVATE,12,Toronto-St. Paul's,310 LONSDALE RD,4,15,2021-10-14,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,,S1231,43.689210605,-79.41122191720001,311941.429,4838587.752
1256532,4153908,2017.0,2021.0,1925.0,PRIVATE,12,Toronto-St. Paul's,311 LONSDALE RD,4,14,2021-10-14,84,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,,,S1231,43.688809994799996,-79.41085820159999,311970.793,4838543.273
1256533,4153902,2017.0,2021.0,1927.0,PRIVATE,12,Toronto-St. Paul's,312 LONSDALE RD,4,19,2021-10-14,84,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,,,S1231,43.689184139700004,-79.411404359,311926.722,4838584.795
1256534,4153888,2017.0,2021.0,1963.0,PRIVATE,12,Toronto-St. Paul's,90 WARREN RD,5,79,2021-10-14,74,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,S1231,43.6859314457,-79.4069242127,312288.29,4838223.81
1256535,4152725,2017.0,2021.0,1974.0,PRIVATE,21,Scarborough Centre,41 ANTRIM CRES,14,192,2021-10-14,86,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,E2123,43.771912238999995,-79.287922032,321852.127,4847784.8889999995
1256536,4154860,2017.0,2021.0,1960.0,PRIVATE,16,Don Valley East,20 TINDER CRES,4,59,2021-10-14,76,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,4.0,2.0,,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,,N1628,43.7269176828,-79.3086521838,320200.464,4842790.734
1256537,4153404,2017.0,2021.0,1923.0,TCHC,10,Spadina-Fort York,11 SULLIVAN ST,3,17,2021-10-14,71,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,,,S1024,43.6514274301,-79.3935632279,313370.31899999996,4834391.822
1256538,4156037,2017.0,2021.0,1960.0,PRIVATE,21,Scarborough Centre,1535 BIRCHMOUNT RD,4,37,2021-10-14,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,4.0,,4.0,3.0,,E2128,43.759947503999996,-79.289253718,321726.239,4846452.346
1256539,4154218,2017.0,2021.0,1985.0,PRIVATE,7,Humber River-Black Creek,25 DALLNER RD,4,71,2021-10-14,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,,4.0,,4.0,3.0,,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,,W0734,43.7215636284,-79.5137264803,303678.542,4842178.326
1256540,4153469,2017.0,2021.0,1980.0,TCHC,11,University-Rosedale,341 BLOOR ST W,18,326,2021-10-14,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,S1135,43.6670231538,-79.4007760515,312786.358,4836123.699
1256541,4154172,2017.0,2021.0,1960.0,PRIVATE,15,Don Valley West,2 GRANDSTAND PL,6,60,2021-10-14,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N1533,43.70389820850001,-79.3462344474,317177.385,4840227.066000001
1256542,4154171,2017.0,2021.0,1962.0,PRIVATE,15,Don Valley West,4 GRANDSTAND PL,6,60,2021-10-14,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,,N1533,43.704055124899995,-79.3456519574,317224.299,4840244.586
1256543,4153890,2017.0,2021.0,1959.0,PRIVATE,12,Toronto-St. Paul's,276 ST CLAIR AVE W,4,49,2021-10-14,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,,S1231,43.685428165,-79.409063969,312115.572,4838168.659
1256544,4153891,2017.0,2021.0,1960.0,PRIVATE,12,Toronto-St. Paul's,300 ST CLAIR AVE W,5,49,2021-10-14,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,S1231,43.685073908,-79.410731333,311981.184,4838129.155
1256545,4153551,2017.0,2021.0,1915.0,PRIVATE,11,University-Rosedale,30 CHARLES ST E,3,21,2021-10-14,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,,4.0,,,S1137,43.669198906999995,-79.384815824,314072.94899999996,4836368.069
1256546,4155569,2017.0,2021.0,1971.0,TCHC,21,Scarborough Centre,6 GLAMORGAN AVE,12,184,2021-10-14,84,Evaluation needs to be conducted in 2 years,20,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,E2123,43.7693818631,-79.284775411,322111.87899999996,4847512.968
1256547,4154794,2019.0,2021.0,1961.0,PRIVATE,16,Don Valley East,4 OVERLAND DR,4,48,2021-10-14,68,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,N1626,43.7328949656,-79.3478617337,317113.567,4843461.388
1256548,4153370,2017.0,2021.0,1960.0,PRIVATE,12,Toronto-St. Paul's,263 RUSSELL HILL RD,7,52,2021-10-14,79,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,4.0,3.0,5.0,,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1237,43.685105293999996,-79.40728417300001,312259.105,4838132.946
1256549,4153371,2017.0,2021.0,1960.0,PRIVATE,12,Toronto-St. Paul's,265 RUSSELL HILL RD,8,48,2021-10-14,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1237,43.68523873,-79.40732490399999,312255.805,4838147.767
1256550,4153977,2017.0,2021.0,1988.0,SOCIAL HOUSING,8,Eglinton-Lawrence,668 ROSELAWN AVE,9,125,2021-10-14,89,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,N0833,43.705765956,-79.424733085,310850.299,4840426.886
1256551,4156181,2017.0,2021.0,1964.0,TCHC,13,Toronto Centre,285 SHUTER ST,15,300,2021-10-14,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,,S1329,43.65586332,-79.366647156,315513.091,4834942.867
1256552,4153573,2017.0,2021.0,1975.0,TCHC,13,Toronto Centre,251 SHERBOURNE ST,7,200,2021-10-14,66,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,,S1329,43.659299401000006,-79.3709200965,315195.512,4835268.965
1256553,4156374,2017.0,2021.0,1975.0,TCHC,13,Toronto Centre,257 SHERBOURNE ST,4,102,2021-10-14,66,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,,S1329,43.6593567184,-79.3711764365,315174.827,4835275.301
1256554,4154388,2017.0,2021.0,1958.0,PRIVATE,6,York Centre,1505 WILSON AVE,4,55,2021-10-14,58,Evaluation needs to be conducted in 1 year,17,3.0,3.0,2.0,3.0,2.0,3.0,,2.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0631,43.7207964113,-79.5055990345,304333.381,4842093.005
1256555,4154215,2017.0,2021.0,1964.0,PRIVATE,7,Humber River-Black Creek,1746 WILSON AVE,3,10,2021-10-14,56,Evaluation needs to be conducted in 1 year,17,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,,W0734,43.7197813249,-79.5153042212,303551.38399999996,4841980.352
1256556,4154797,2017.0,2021.0,1965.0,PRIVATE,16,Don Valley East,6 WINGREEN CRT,3,11,2021-10-14,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1624,43.739250167,-79.3428089774,317446.031,4844155.022
1256557,4153742,2017.0,2021.0,1986.0,PRIVATE,11,University-Rosedale,22 WOODLAWN AVE E,5,25,2021-10-14,85,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,5.0,3.0,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,S1121,43.6845417395,-79.3910501219,313568.256,4838070.946
1256558,4155978,2017.0,2021.0,1975.0,PRIVATE,25,Scarborough-Rouge Park,47 GENERATION BLVD,3,180,2021-10-14,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,2.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2530,43.804209057200005,-79.1667368141,331647.273,4851470.1389999995
1256559,4232579,2017.0,2021.0,1975.0,PRIVATE,25,Scarborough-Rouge Park,53 GENERATION BLVD,3,12,2021-10-14,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2530,43.804700539399995,-79.1654577856,331784.571,4851447.146000001
